account_id,account_name,industry,country,signup_date,referral_source,plan_tier,account_seats,is_trial,churn_flag,mrr_amount,arr_amount,subscription_seats,total_subscriptions,usage_count,usage_duration_secs,error_count,total_tickets,resolution_time_hours,first_response_time_minutes,satisfaction_score,escalation_flag,churned,tenure_days,seat_utilization
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,1577.125,18925.5,42.25,8,438,156949,22,5.0,33.2,50.4,3.75,1.0,1.0,610,1.7604166666666667
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,1577.125,18925.5,42.25,8,438,156949,22,5.0,33.2,50.4,3.75,1.0,1.0,610,1.7604166666666667
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,1188.0,14256.0,39.55555555555556,9,449,138265,28,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,1.0,851,1.1986531986531987
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,1188.0,14256.0,39.55555555555556,9,449,138265,28,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,1.0,851,1.1986531986531987
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,1188.0,14256.0,39.55555555555556,9,449,138265,28,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,1.0,851,1.1986531986531987
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,4171.714285714285,50060.57142857143,49.285714285714285,14,585,162007,24,4.0,52.25,115.5,4.666666666666667,1.0,1.0,810,1.0267857142857142
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,4171.714285714285,50060.57142857143,49.285714285714285,14,585,162007,24,4.0,52.25,115.5,4.666666666666667,1.0,1.0,810,1.0267857142857142
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,3224.4,38692.8,40.0,5,229,73603,15,6.0,42.666666666666664,116.0,4.666666666666667,0.0,1.0,758,1.25
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,3224.4,38692.8,40.0,5,229,73603,15,6.0,42.666666666666664,116.0,4.666666666666667,0.0,1.0,758,1.25
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,3224.4,38692.8,40.0,5,229,73603,15,6.0,42.666666666666664,116.0,4.666666666666667,0.0,1.0,758,1.25
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,2959.9166666666665,35519.0,36.0,12,609,191562,30,3.0,56.333333333333336,104.33333333333333,3.5,0.0,1.0,518,1.1612903225806452
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,2207.769230769231,26493.23076923077,25.23076923076923,13,506,127878,23,4.0,44.75,53.5,4.5,0.0,0.0,866,2.8034188034188032
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,2834.375,34012.5,31.0,8,370,115219,21,8.0,45.125,91.125,4.0,0.0,0.0,897,31.0
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,1080.6153846153845,12967.384615384615,16.0,13,565,159394,20,2.0,35.5,50.5,4.0,0.0,0.0,792,2.6666666666666665
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,2928.1428571428573,35137.71428571428,19.571428571428573,7,337,112966,16,3.0,40.666666666666664,38.333333333333336,4.0,0.0,0.0,524,19.571428571428573
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,2956.4444444444443,35477.333333333336,17.555555555555557,9,334,120133,26,3.0,47.333333333333336,65.0,3.5,0.0,0.0,622,8.777777777777779
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,1490.3333333333333,17884.0,20.583333333333332,12,605,211565,32,9.0,36.55555555555556,81.77777777777777,4.0,0.0,0.0,911,5.145833333333333
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,383.1,4597.2,11.5,10,567,171957,42,8.0,48.75,98.125,4.166666666666667,1.0,1.0,534,11.5
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,383.1,4597.2,11.5,10,567,171957,42,8.0,48.75,98.125,4.166666666666667,1.0,1.0,534,11.5
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,383.1,4597.2,11.5,10,567,171957,42,8.0,48.75,98.125,4.166666666666667,1.0,1.0,534,11.5
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,383.1,4597.2,11.5,10,567,171957,42,8.0,48.75,98.125,4.166666666666667,1.0,1.0,534,11.5
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,1499.2142857142858,17990.571428571428,22.214285714285715,14,614,205539,25,7.0,38.285714285714285,110.42857142857143,3.5,0.0,0.0,986,1.1107142857142858
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,1240.5454545454545,14886.545454545454,22.727272727272727,11,552,158087,36,5.0,43.0,104.0,4.0,1.0,1.0,1118,1.6233766233766234
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,1240.5454545454545,14886.545454545454,22.727272727272727,11,552,158087,36,5.0,43.0,104.0,4.0,1.0,1.0,1118,1.6233766233766234
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,1240.5454545454545,14886.545454545454,22.727272727272727,11,552,158087,36,5.0,43.0,104.0,4.0,1.0,1.0,1118,1.6233766233766234
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,1245.857142857143,14950.285714285714,16.0,7,412,124646,24,4.0,43.0,116.75,3.6666666666666665,0.0,1.0,1109,2.6666666666666665
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,1091.3333333333333,13096.0,21.666666666666668,12,642,200375,38,6.0,37.5,70.0,4.333333333333333,0.0,1.0,1054,21.666666666666668
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,2844.6666666666665,34136.0,28.5,12,659,209812,31,3.0,6.333333333333333,103.33333333333333,4.0,0.0,1.0,1130,1.2391304347826086
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,2844.6666666666665,34136.0,28.5,12,659,209812,31,3.0,6.333333333333333,103.33333333333333,4.0,0.0,1.0,1130,1.2391304347826086
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,827.8888888888889,9934.666666666666,17.22222222222222,9,429,119127,17,5.0,44.8,71.6,5.0,0.0,0.0,491,5.7407407407407405
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,2428.0,29136.0,27.933333333333334,15,768,249545,32,0.0,0.0,0.0,0.0,0.0,1.0,533,1.1173333333333333
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,4587.2,55046.4,61.0,10,435,123738,26,5.0,31.4,107.0,3.5,0.0,1.0,980,1.0
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,2575.5,30906.0,19.5,8,336,116076,20,5.0,33.2,139.6,4.5,0.0,1.0,1153,1.0833333333333333
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,2575.5,30906.0,19.5,8,336,116076,20,5.0,33.2,139.6,4.5,0.0,1.0,1153,1.0833333333333333
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,1555.5454545454545,18666.545454545456,24.454545454545453,11,438,136419,24,5.0,48.2,119.2,3.3333333333333335,1.0,1.0,1068,3.0568181818181817
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,1555.5454545454545,18666.545454545456,24.454545454545453,11,438,136419,24,5.0,48.2,119.2,3.3333333333333335,1.0,1.0,1068,3.0568181818181817
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,1555.5454545454545,18666.545454545456,24.454545454545453,11,438,136419,24,5.0,48.2,119.2,3.3333333333333335,1.0,1.0,1068,3.0568181818181817
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,1555.5454545454545,18666.545454545456,24.454545454545453,11,438,136419,24,5.0,48.2,119.2,3.3333333333333335,1.0,1.0,1068,3.0568181818181817
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,937.875,11254.5,16.25,8,266,87249,18,4.0,31.0,72.5,3.0,0.0,1.0,880,8.125
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,937.875,11254.5,16.25,8,266,87249,18,4.0,31.0,72.5,3.0,0.0,1.0,880,8.125
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,937.875,11254.5,16.25,8,266,87249,18,4.0,31.0,72.5,3.0,0.0,1.0,880,8.125
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,3071.6666666666665,36860.0,38.0,6,294,103805,12,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,0.0,643,1.0
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,3009.5,36114.0,16.75,8,417,126745,18,3.0,37.0,93.33333333333333,5.0,0.0,1.0,939,8.375
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,3009.5,36114.0,16.75,8,417,126745,18,3.0,37.0,93.33333333333333,5.0,0.0,1.0,939,8.375
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,3009.5,36114.0,16.75,8,417,126745,18,3.0,37.0,93.33333333333333,5.0,0.0,1.0,939,8.375
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,2676.0,32112.0,23.88888888888889,9,599,172442,39,5.0,45.0,75.4,4.0,0.0,0.0,708,7.962962962962963
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,1498.2222222222222,17978.666666666668,26.444444444444443,9,527,131994,25,6.0,30.333333333333332,88.5,4.6,1.0,1.0,912,1.3918128654970758
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,1776.5,21318.0,23.5,6,364,103645,30,4.0,23.25,58.25,0.0,1.0,0.0,1122,2.611111111111111
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,2275.818181818182,27309.81818181818,39.27272727272727,11,611,188856,34,5.0,21.2,90.4,4.25,0.0,0.0,1048,1.0334928229665072
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,1273.7142857142858,15284.57142857143,18.428571428571427,7,411,116704,41,3.0,29.0,81.33333333333333,4.0,0.0,1.0,649,18.428571428571427
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,2697.1111111111113,32365.333333333332,22.22222222222222,9,502,146707,30,3.0,33.333333333333336,49.666666666666664,5.0,0.0,0.0,806,1.3071895424836601
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,2866.0,34392.0,19.75,12,533,148034,40,2.0,42.5,159.5,5.0,0.0,1.0,815,2.1944444444444446
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,2866.0,34392.0,19.75,12,533,148034,40,2.0,42.5,159.5,5.0,0.0,1.0,815,2.1944444444444446
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,1394.2222222222222,16730.666666666668,33.55555555555556,9,465,138043,18,5.0,37.8,76.0,4.0,0.0,0.0,805,2.237037037037037
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,4145.777777777777,49749.333333333336,64.0,9,499,136250,28,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,979,1.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,4145.777777777777,49749.333333333336,64.0,9,499,136250,28,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,979,1.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,4145.777777777777,49749.333333333336,64.0,9,499,136250,28,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,979,1.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,4145.777777777777,49749.333333333336,64.0,9,499,136250,28,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,979,1.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,4145.777777777777,49749.333333333336,64.0,9,499,136250,28,3.0,36.333333333333336,62.333333333333336,3.0,0.0,1.0,979,1.0
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,1152.7857142857142,13833.42857142857,13.642857142857142,14,713,208977,38,3.0,36.333333333333336,115.0,4.0,1.0,1.0,1175,13.642857142857142
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,2068.3,24819.6,26.6,10,587,175629,29,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1.0,1035,26.6
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,2068.3,24819.6,26.6,10,587,175629,29,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1.0,1035,26.6
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,2068.3,24819.6,26.6,10,587,175629,29,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1.0,1035,26.6
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,1943.6666666666667,23324.0,19.266666666666666,15,922,256811,47,3.0,28.0,93.0,4.0,1.0,1.0,1177,2.7523809523809524
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,1824.9,21898.8,33.0,10,558,167904,31,7.0,40.42857142857143,76.0,3.8,0.0,0.0,546,1.0
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,1508.3636363636363,18100.363636363636,24.636363636363637,11,516,180823,33,1.0,72.0,111.0,0.0,0.0,0.0,1153,1.0711462450592886
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,3208.3333333333335,38500.0,28.333333333333332,6,176,48112,13,4.0,32.5,103.75,4.0,1.0,1.0,870,1.0897435897435896
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,3208.3333333333335,38500.0,28.333333333333332,6,176,48112,13,4.0,32.5,103.75,4.0,1.0,1.0,870,1.0897435897435896
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,914.875,10978.5,13.75,16,789,241275,42,2.0,42.0,108.0,3.0,0.0,1.0,773,4.583333333333333
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,914.875,10978.5,13.75,16,789,241275,42,2.0,42.0,108.0,3.0,0.0,1.0,773,4.583333333333333
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,914.875,10978.5,13.75,16,789,241275,42,2.0,42.0,108.0,3.0,0.0,1.0,773,4.583333333333333
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,10485.75,125829.0,93.0,8,475,127926,23,1.0,13.0,128.0,3.0,0.0,0.0,652,1.0
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,1923.6666666666667,23084.0,30.333333333333332,3,207,72170,7,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,0.0,539,1.0459770114942528
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,1282.1666666666667,15386.0,39.166666666666664,6,300,88383,12,4.0,31.25,60.5,4.0,0.0,1.0,951,1.0042735042735043
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,1282.1666666666667,15386.0,39.166666666666664,6,300,88383,12,4.0,31.25,60.5,4.0,0.0,1.0,951,1.0042735042735043
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,1282.1666666666667,15386.0,39.166666666666664,6,300,88383,12,4.0,31.25,60.5,4.0,0.0,1.0,951,1.0042735042735043
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,1282.1666666666667,15386.0,39.166666666666664,6,300,88383,12,4.0,31.25,60.5,4.0,0.0,1.0,951,1.0042735042735043
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,2826.866666666667,33922.4,30.466666666666665,15,830,258465,54,5.0,36.2,116.2,5.0,0.0,1.0,960,1.088095238095238
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,2826.866666666667,33922.4,30.466666666666665,15,830,258465,54,5.0,36.2,116.2,5.0,0.0,1.0,960,1.088095238095238
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,2209.714285714286,26516.571428571428,24.571428571428573,7,346,81587,19,5.0,32.8,68.4,4.333333333333333,0.0,1.0,981,1.7551020408163267
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,2209.714285714286,26516.571428571428,24.571428571428573,7,346,81587,19,5.0,32.8,68.4,4.333333333333333,0.0,1.0,981,1.7551020408163267
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,2403.0,28836.0,45.0,5,208,59864,11,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,1.0,584,1.0
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,2403.0,28836.0,45.0,5,208,59864,11,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,1.0,584,1.0
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,2403.0,28836.0,45.0,5,208,59864,11,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,1.0,584,1.0
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,1727.8181818181818,20733.81818181818,47.81818181818182,11,560,164545,40,4.0,22.5,80.25,5.0,1.0,1.0,886,1.0174081237911026
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,1727.8181818181818,20733.81818181818,47.81818181818182,11,560,164545,40,4.0,22.5,80.25,5.0,1.0,1.0,886,1.0174081237911026
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,5064.166666666667,60770.0,62.833333333333336,6,167,43449,16,7.0,33.0,78.0,4.2,0.0,0.0,511,1.0649717514124295
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,2547.846153846154,30574.153846153848,25.76923076923077,13,650,179376,37,3.0,45.333333333333336,102.66666666666667,4.5,0.0,1.0,598,1.3562753036437247
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,2547.846153846154,30574.153846153848,25.76923076923077,13,650,179376,37,3.0,45.333333333333336,102.66666666666667,4.5,0.0,1.0,598,1.3562753036437247
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,1242.2,14906.4,15.8,10,561,185984,29,4.0,28.0,82.0,5.0,1.0,1.0,590,2.257142857142857
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,1242.2,14906.4,15.8,10,561,185984,29,4.0,28.0,82.0,5.0,1.0,1.0,590,2.257142857142857
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,2938.4666666666667,35261.6,39.0,15,685,206893,45,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.0,849,1.2580645161290323
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,913.5833333333334,10963.0,14.916666666666666,12,543,150431,35,3.0,32.666666666666664,88.0,5.0,0.0,0.0,686,1.1474358974358974
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,928.1111111111111,11137.333333333334,13.666666666666666,9,562,160848,30,2.0,10.0,107.0,3.0,0.0,0.0,1096,1.2424242424242424
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,1066.3636363636363,12796.363636363636,17.09090909090909,11,697,214976,40,2.0,68.5,86.5,3.0,1.0,1.0,1048,8.545454545454545
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,1066.3636363636363,12796.363636363636,17.09090909090909,11,697,214976,40,2.0,68.5,86.5,3.0,1.0,1.0,1048,8.545454545454545
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,1565.2222222222222,18782.666666666668,29.88888888888889,9,434,134963,28,6.0,41.0,86.5,4.333333333333333,0.0,0.0,928,1.5730994152046784
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,2522.0,30264.0,27.083333333333332,12,544,168051,25,5.0,39.2,61.4,4.0,0.0,1.0,728,1.128472222222222
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,2522.0,30264.0,27.083333333333332,12,544,168051,25,5.0,39.2,61.4,4.0,0.0,1.0,728,1.128472222222222
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,1517.2,18206.4,26.8,5,268,84855,4,3.0,44.666666666666664,63.0,4.333333333333333,0.0,1.0,874,1.1166666666666667
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,1517.2,18206.4,26.8,5,268,84855,4,3.0,44.666666666666664,63.0,4.333333333333333,0.0,1.0,874,1.1166666666666667
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,3747.1428571428573,44965.71428571428,86.0,7,203,77446,10,1.0,47.0,48.0,4.0,0.0,1.0,743,1.0
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,2802.875,33634.5,35.0,8,421,123802,11,5.0,24.2,88.8,4.2,0.0,1.0,520,1.0606060606060606
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,2318.4285714285716,27821.14285714286,36.0,7,300,90218,15,1.0,64.0,136.0,0.0,0.0,1.0,1018,1.3333333333333333
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,2318.4285714285716,27821.14285714286,36.0,7,300,90218,15,1.0,64.0,136.0,0.0,0.0,1.0,1018,1.3333333333333333
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,2869.875,34438.5,32.625,8,312,107852,14,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,918,1.0875
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,2869.875,34438.5,32.625,8,312,107852,14,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,918,1.0875
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,2869.875,34438.5,32.625,8,312,107852,14,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,918,1.0875
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,2869.875,34438.5,32.625,8,312,107852,14,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,918,1.0875
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,2559.9166666666665,30719.0,52.666666666666664,12,560,173183,23,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1.0,1194,1.1205673758865247
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,299.3333333333333,3592.0,11.0,6,171,54271,5,3.0,18.333333333333332,85.33333333333333,0.0,0.0,1.0,788,11.0
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,299.3333333333333,3592.0,11.0,6,171,54271,5,3.0,18.333333333333332,85.33333333333333,0.0,0.0,1.0,788,11.0
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,1849.2,22190.4,17.1,10,510,152826,22,2.0,38.5,98.0,4.0,1.0,0.0,717,8.55
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,2183.0,26196.0,30.615384615384617,13,642,213554,32,6.0,31.5,71.0,4.0,0.0,1.0,903,1.133903133903134
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,746.4666666666667,8957.6,22.866666666666667,15,696,214681,31,6.0,37.333333333333336,79.16666666666667,4.4,0.0,1.0,525,2.5407407407407407
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,746.4666666666667,8957.6,22.866666666666667,15,696,214681,31,6.0,37.333333333333336,79.16666666666667,4.4,0.0,1.0,525,2.5407407407407407
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,746.4666666666667,8957.6,22.866666666666667,15,696,214681,31,6.0,37.333333333333336,79.16666666666667,4.4,0.0,1.0,525,2.5407407407407407
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,701.3333333333334,8416.0,15.333333333333334,3,210,63673,15,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,1.0,852,3.066666666666667
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,701.3333333333334,8416.0,15.333333333333334,3,210,63673,15,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,1.0,852,3.066666666666667
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,7334.444444444444,88013.33333333333,70.0,9,507,162673,28,4.0,37.25,88.25,3.0,1.0,1.0,844,1.0
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,3153.9166666666665,37847.0,24.416666666666668,12,604,212655,43,1.0,17.0,132.0,4.0,1.0,0.0,1081,1.6277777777777778
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,2166.6363636363635,25999.636363636364,27.272727272727273,11,561,173241,33,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,0.0,1015,1.7045454545454546
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,683.0,8196.0,23.181818181818183,11,654,207283,46,2.0,41.0,72.0,3.5,0.0,0.0,601,1.2200956937799043
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,1053.5,12642.0,24.666666666666668,6,230,63418,24,5.0,36.0,79.4,0.0,1.0,0.0,901,1.2982456140350878
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,879.0,10548.0,28.181818181818183,11,440,121725,43,7.0,38.0,83.42857142857143,4.5,0.0,0.0,479,28.181818181818183
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,3734.5833333333335,44815.0,44.416666666666664,12,481,170101,31,4.0,37.5,116.5,3.75,0.0,0.0,638,1.009469696969697
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,1256.9,15082.8,31.6,10,446,140849,27,2.0,41.0,152.0,4.5,0.0,0.0,702,5.266666666666667
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,3097.0,37164.0,30.555555555555557,9,393,133848,12,2.0,50.0,82.5,0.0,0.0,0.0,724,3.8194444444444446
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,8886.533333333333,106638.4,73.0,15,869,251284,54,4.0,43.25,92.5,4.5,0.0,1.0,946,1.0
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,3131.769230769231,37581.230769230766,31.923076923076923,13,620,194799,41,1.0,49.0,77.0,0.0,0.0,1.0,701,2.128205128205128
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,1510.7142857142858,18128.571428571428,25.857142857142858,7,347,94200,31,0.0,0.0,0.0,0.0,0.0,1.0,1052,1.124223602484472
